animal_id,sex,species,site_id,site_type,location_id,easting,northing,date_of_birth,date_of_death,death_site_id,reason_for_death,batch_id,date_added_to_batch,date_removed_from_batch,vehicle_reg,journey_id,journey_origin,journey_destination,journey_start_date,journey_end_date
animal_40,m,cow,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_41,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_42,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_43,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_44,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_45,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_46,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_47,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_48,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_49,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_50,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_51,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_52,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_53,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_54,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_55,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_56,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_57,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_58,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_59,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_60,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_61,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_62,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_63,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_64,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_65,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_66,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_67,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_68,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_69,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_70,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_71,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_72,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_73,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_74,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_75,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_76,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_77,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_78,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_79,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_80,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_81,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_82,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_83,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_84,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_85,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_86,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_87,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_88,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_89,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_90,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_91,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_92,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_93,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_94,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_95,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_96,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_97,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_98,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_99,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_100,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_101,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_102,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_103,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_104,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_105,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_106,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_107,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_108,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_109,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_110,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_111,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_112,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_113,f,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_114,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_115,m,pig,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_116,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_117,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_118,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_119,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_120,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_121,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_122,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_123,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_124,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_125,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_126,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_127,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_128,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_129,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_130,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_131,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_132,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_133,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_134,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_135,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_136,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_137,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_138,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_139,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_140,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_141,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_142,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_143,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_144,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_145,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_146,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_147,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_148,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_149,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_150,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_151,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_152,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_153,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_154,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_155,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_156,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_157,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_158,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_159,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_160,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_161,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_162,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_163,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_164,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_165,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_166,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_167,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_168,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_169,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_170,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_171,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_172,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_173,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_174,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_175,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_176,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_177,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_178,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_179,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_180,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_181,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_182,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_183,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_184,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_185,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_186,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_187,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_188,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_189,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_190,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_191,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_192,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_193,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_194,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_195,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_196,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_197,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_198,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_199,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_200,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_201,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_202,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_203,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_204,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_205,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_206,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_207,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_208,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_209,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_210,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_211,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_212,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_213,m,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_214,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_215,f,sheep,,,,,,,,,,,'nan','NaT',,,,,'NaT','NaT'
,,,site_1,farm,loc_1,44886,20505,,,,,,'nan','NaT',,,,,'NaT','NaT'
,,,site_2,farm,loc_2,44714,20118,,,,,,'nan','NaT',,,,,'NaT','NaT'
,,,site_3,farm,loc_3,44177,20420,,,,,,'nan','NaT',,,,,'NaT','NaT'
,,,site_4,farm,loc_4,44134,20602,,,,,,'nan','NaT',,,,,'NaT','NaT'
,,,site_5,farm,loc_5,44750,20936,,,,,,'nan','NaT',,,,,'NaT','NaT'
,,,site_6,market,loc_6,44833,20841,,,,,,'nan','NaT',,,,,'NaT','NaT'
,,,site_7,market,loc_7,44466,20817,,,,,,'nan','NaT',,,,,'NaT','NaT'
,,,site_8,slaughterhouse,loc_8,44338,20402,,,,,,'nan','NaT',,,,,'NaT','NaT'
,,,site_9,slaughterhouse,loc_9,44942,20759,,,,,,'nan','NaT',,,,,'NaT','NaT'
,,,,,,,,,,,,,'nan','NaT',WB23964,,,,'NaT','NaT'
,,,,,,,,,,,,,'nan','NaT',XW23940,,,,'NaT','NaT'
,,,,,,,,,,,,,'nan','NaT',HL23445,,,,'NaT','NaT'
,,,,,,,,,,,,,'nan','NaT',BG23024,,,,'NaT','NaT'
,,,,,,,,,,,,,'nan','NaT',NP23422,,,,'NaT','NaT'
,,,,,,,,,,,,,'nan','NaT',HK23967,,,,'NaT','NaT'
,,,,,,,,,,,,,'nan','NaT',EI23649,,,,'NaT','NaT'
,,,,,,,,,,,,,'nan','NaT',VR23403,,,,'NaT','NaT'
,,,,,,,,,,,,,'nan','NaT',VM23859,,,,'NaT','NaT'
,,,,,,,,,,,,,'nan','NaT',OW23921,,,,'NaT','NaT'
animal_1,,,site_1,,,,,2010-01-04,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_2,,,site_3,,,,,2010-01-07,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_3,,,site_3,,,,,2010-01-10,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_4,,,site_4,,,,,2010-01-12,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_5,,,site_5,,,,,2010-01-14,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_6,,,site_2,,,,,2010-01-16,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_7,,,site_4,,,,,2010-01-19,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_8,,,site_1,,,,,2010-01-22,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_9,,,site_3,,,,,2010-01-23,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_10,,,site_4,,,,,2010-01-24,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_11,,,site_2,,,,,2010-01-27,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_12,,,site_4,,,,,2010-01-30,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_13,,,site_4,,,,,2010-02-01,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_14,,,site_1,,,,,2010-02-04,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_15,,,site_3,,,,,2010-02-07,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_16,,,site_4,,,,,2010-02-09,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_17,,,site_2,,,,,2010-02-10,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_18,,,site_2,,,,,2010-02-13,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_19,,,site_1,,,,,2010-02-16,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_20,,,site_3,,,,,2010-02-18,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_21,,,site_2,,,,,2010-02-21,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_22,,,site_2,,,,,2010-02-22,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_23,,,site_4,,,,,2010-02-23,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_24,,,site_5,,,,,2010-02-25,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_25,,,site_1,,,,,2010-02-26,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_26,,,site_1,,,,,2010-02-27,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_27,,,site_1,,,,,2010-03-02,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_28,,,site_4,,,,,2010-03-03,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_29,,,site_5,,,,,2010-03-06,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_30,,,site_5,,,,,2010-03-07,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_31,,,site_2,,,,,2010-03-09,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_32,,,site_4,,,,,2010-03-10,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_33,,,site_5,,,,,2010-03-13,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_34,,,site_4,,,,,2010-03-14,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_35,,,site_1,,,,,2010-03-16,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_36,,,site_3,,,,,2010-03-17,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_37,,,site_5,,,,,2010-03-20,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_38,,,site_2,,,,,2010-03-22,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_39,,,site_1,,,,,2010-03-25,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_40,,,site_5,,,,,2010-03-28,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_41,,,site_2,,,,,2010-03-29,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_42,,,site_2,,,,,2010-04-01,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_43,,,site_4,,,,,2010-04-03,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_44,,,site_2,,,,,2010-04-05,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_45,,,site_5,,,,,2010-04-07,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_46,,,site_2,,,,,2010-04-10,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_47,,,site_2,,,,,2010-04-12,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_48,,,site_2,,,,,2010-04-13,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_49,,,site_2,,,,,2010-04-14,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_50,,,site_4,,,,,2010-04-16,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_51,,,site_4,,,,,2010-04-19,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_52,,,site_4,,,,,2010-04-22,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_53,,,site_2,,,,,2010-04-24,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_54,,,site_4,,,,,2010-04-27,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_55,,,site_1,,,,,2010-04-29,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_56,,,site_3,,,,,2010-04-30,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_57,,,site_5,,,,,2010-05-02,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_58,,,site_4,,,,,2010-05-04,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_59,,,site_2,,,,,2010-05-05,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_60,,,site_2,,,,,2010-05-06,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_61,,,site_2,,,,,2010-05-07,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_62,,,site_3,,,,,2010-05-08,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_63,,,site_2,,,,,2010-05-11,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_64,,,site_1,,,,,2010-05-12,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_65,,,site_1,,,,,2010-05-13,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_66,,,site_2,,,,,2010-05-14,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_67,,,site_2,,,,,2010-05-16,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_68,,,site_1,,,,,2010-05-19,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_69,,,site_4,,,,,2010-05-21,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_70,,,site_3,,,,,2010-05-23,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_71,,,site_4,,,,,2010-05-26,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_72,,,site_5,,,,,2010-05-29,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_73,,,site_3,,,,,2010-05-31,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_74,,,site_1,,,,,2010-06-03,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_75,,,site_5,,,,,2010-06-06,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_76,,,site_3,,,,,2010-06-08,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_77,,,site_3,,,,,2010-06-11,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_78,,,site_3,,,,,2010-06-13,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_79,,,site_4,,,,,2010-06-16,,,,,'nan','NaT',,,,,'NaT','NaT'
